#groundtruth,mba
-11*(((v1^~(v0&(~v1&v2)))&~v3)|((v2^(v0|(~v1&v2)))&v3))-12*(v0&(v1&(v2&v3))),4*(((v2|~(v0^v1))&~v3)|(((v1&~v2)^(v0|(v1^v2)))&v3))+1*(((~(v0&v1)&~(v0^(v1^v2)))&~v3)|((v2&(v0|~v1))&v3))-5*(((v2^(v0|(v1&v2)))&~v3)|((v1&(v0^v2))&v3))-1*(((v1^(~v0&(~v1|v2)))&~v3)|((v0^(v1|v2))&v3))+4*(((v1^(v0|(~v1|v2)))&~v3)|((v2^(~v0&(v1|v2)))&v3))-11*(((~v1|~(v0^v2))&~v3)|((~(v0|~v1)|(v0^(v1^v2)))&v3))+1*(((v1^(~v0&(v1^v2)))&~v3)|(v2&v3))-7*(((v1^(v0|(~v1|v2)))&~v3)|((v0&(v1^v2))&v3))-1*(((v2|~(v0|~v1))&~v3)|(((v0&v1)^~(v0^(~v1|v2)))&v3))-6*(((v1^~(~v0&(v1&v2)))&~v3)|(((v0&v2)^(v1|v2))&v3))-7*(((v1|~v2)&~v3)|(((v0|v1)&~(v0^(v1^v2)))&v3))-2*(((~v0|(v1|v2))&~v3)|((v2^~(~v0|(v1&v2)))&v3))-1*((((v0&v1)|~(v1|v2))&~v3)|(((v0^v1)&(v0^v2))&v3))-7*(((~v0&(~v1|v2))&~v3)|((v2^(v0&(v1|v2)))&v3))-1*(((v1^~(v0&v2))&~v3)|(~(~v0|(~v1&v2))&v3))-2*((~v2&~v3)|(~(v0&(~v1&v2))&v3))-1*(((v2&(v0|~v1))&~v3)|((v2^~(v0&(~v1|v2)))&v3))-3*((~(v0&~v1)&~v3)|(~v1&v3))-3*(((v1&(v0^v2))&~v3)|((~(v0|v1)|(v0^(v1^v2)))&v3))+1*(((v0^(v1^v2))&~v3)|((~(v0&v1)&~(v0^(v1^v2)))&v3))+11*((~(v0&~v0)&~v3)|((~(v0^v1)|(v0^v2))&v3))-11*(((v1^~(v0|(v1&v2)))&~v3)|((v1^~(~v0|(~v1&v2)))&v3))+1*(((v1^~(v0&(~v1&v2)))&~v3)|((~(v0|~v1)|~(v0^(v1^v2)))&v3))-6*(((v2^(~v0|(~v1|v2)))&~v3)|((v1&v2)&v3))+1*(((~(v0&~v1)&~(v1^v2))&~v3)|(((v0|v1)&~(v1^v2))&v3))-2*(((v1^(v0&v2))&~v3)|(((v1&~v2)|~(v0|(~v1&v2)))&v3))-5*(((v1&~(v0&v2))&~v3)|(~(v0^v2)&v3))-7*(((~(v0|~v1)|(v0^(v1^v2)))&~v3)|(((v0&~v1)|(v0^(v1^v2)))&v3))+3*((((v0&~v1)|(v1^v2))&~v3)|((v2^(v0|(~v1|v2)))&v3))-1*(((v1^(v0|(v1&v2)))&~v3)|(v1&v3))-1*((~(~v0|(v1|v2))&~v3)|((v1^(~v0&(v1^v2)))&v3))-1*((~(~v0|(v1|v2))&~v3)|((v2|(v0&~v1))&v3))+7*((~(v0|v1)&~v3)|((v0&(v1|v2))&v3))+25*~(v0|(v1|(v2|v3)))+36*~(v0|(~v1|(v2|v3)))+25*~(~v0|(v1|(v2|v3)))+23*~(~v0|(~v1|(v2|v3)))+20*~(v0|(v1|(~v2|v3)))+36*~(v0|(~v1|(~v2|v3)))+8*~(~v0|(v1|(~v2|v3)))+28*~(~v0|(~v1|(~v2|v3)))+46*(~v0&(v1&(~v2&v3)))+14*(v0&(~v1&(~v2&v3)))+10*(v0&(v1&(~v2&v3)))+27*(~v0&(~v1&(v2&v3)))+38*(~v0&(v1&(v2&v3)))+13*(v0&(~v1&(v2&v3)))
-11*(((v1^~(v0&(~v1&v2)))&~v3)|((v2^(v0|(~v1&v2)))&v3))-12*(v0&(v1&(v2&v3))),-88*(((v1^~(v0&(~v1&v2)))&~v3)|((v2^(v0|(~v1&v2)))&v3))*(v0&v1)-33*(((v1^~(v0&(~v1&v2)))&~v3)|((v2^(v0|(~v1&v2)))&v3))*(v0&~v1)+132*(((v1^~(v0&(~v1&v2)))&~v3)|((v2^(v0|(~v1&v2)))&v3))*v0+121*(((v1^~(v0&(~v1&v2)))&~v3)|((v2^(v0|(~v1&v2)))&v3))*~(v0|v1)+33*(((v1^~(v0&(~v1&v2)))&~v3)|((v2^(v0|(~v1&v2)))&v3))*~(v0|~v1)-22*(((v1^~(v0&(~v1&v2)))&~v3)|((v2^(v0|(~v1&v2)))&v3))*~v0-96*(v0&(v1&(v2&v3)))*(v0&v1)-36*(v0&(v1&(v2&v3)))*(v0&~v1)+144*(v0&(v1&(v2&v3)))*v0+132*(v0&(v1&(v2&v3)))*~(v0|v1)+36*(v0&(v1&(v2&v3)))*~(v0|~v1)-24*(v0&(v1&(v2&v3)))*~v0-33*(((v1^~(v0&(~v1&v2)))&~v3)|((v2^(v0|(~v1&v2)))&v3))*(v0|~v1)-55*(((v1^~(v0&(~v1&v2)))&~v3)|((v2^(v0|(~v1&v2)))&v3))*~v1-36*(v0&(v1&(v2&v3)))*(v0|~v1)-60*(v0&(v1&(v2&v3)))*~v1
-1*((v0&~v3)|((v1|~v2)&v3)),-1*((((v0&v1)^~(v0^(~v1|v2)))&~v3)|((v2^~(v0|(~v1&v2)))&v3))+1*((~(v0&(v1^v2))&~v3)|(((v0|v1)&~(v0^(v1^v2)))&v3))-3*(((~(v0|v1)|(v1^v2))&~v3)|(~(v1&v2)&v3))-7*(((v2^(~v0|(v1&v2)))&~v3)|((v2|~(v0|~v1))&v3))+4*(((~(v0&~v1)&(v1^v2))&~v3)|(~(v0^(v1|v2))&v3))-11*(((v1|~(v0^v2))&~v3)|((v1^(~v0&(~v1|v2)))&v3))-1*(((v1^v2)&~v3)|(~(v0&(v1^v2))&v3))+1*(((v1^~(v0&~v2))&~v3)|(v0&v3))-7*(((~(v0|v1)|~(v0^(v1^v2)))&~v3)|(((v1&v2)^~(~v0&(v1^v2)))&v3))-5*(((v2^(v0|(~v1&v2)))&~v3)|((~(v0|~v1)|~(v1^v2))&v3))+1*((((v0&v1)^~(v0^(v1&v2)))&~v3)|(~(~v0&(~v1&v2))&v3))+3*((~(v0^(~v1&v2))&~v3)|((v2^~(v0|~v1))&v3))+4*(((v1^(v0|~v2))&~v3)|(~(v0^(~v1|v2))&v3))+7*(((v1^(v0&(v1^v2)))&~v3)|(((v0&v2)^~(v1&~v2))&v3))+3*(((v1^~(v0|(v1&v2)))&~v3)|(~(v0&(v1^v2))&v3))-2*((~(v0|~v2)&~v3)|(((v0&v1)^(v1|~v2))&v3))+5*(((~v1&(v0^v2))&~v3)|((v1^~(v0|~v2))&v3))-6*((((v0|v1)&(v1^v2))&~v3)|(~(~v0|(~v1&v2))&v3))+3*((~v2&~v3)|((v1^(~v0|(~v1&v2)))&v3))-3*(((~v0&(v1|v2))&~v3)|(((v0|~v1)&(v0^(v1^v2)))&v3))+1*((((v0&v2)^~(v1&~v2))&~v3)|(((v0&v1)^~(v0^(v1&v2)))&v3))-3*((~(v0^(~v1|v2))&~v3)|((v0&(~v1&v2))&v3))+5*(((v1^(~v0|(~v1&v2)))&~v3)|((~(v0^v1)|~(v0^v2))&v3))+1*((((v0&~v1)|~(v1^v2))&~v3)|((~(v0&v1)&(v0^(v1^v2)))&v3))+1*(((~(v0|~v1)|(v1^v2))&~v3)|((v1&v2)&v3))+1*((~(v0^(~v1|v2))&~v3)|(~(v0^v1)&v3))+11*((((v0|v1)&~(v0^(v1^v2)))&~v3)|((v1^(v0&(~v1|v2)))&v3))-1*((((v0|v1)&~(v0^(v1^v2)))&~v3)|(((v0&v1)|(v1^v2))&v3))-6*(((v2&(v0^v1))&~v3)|(~(~v0&(v1|v2))&v3))+11*(((v1&v2)&~v3)|((v1^~(v0|(v1&v2)))&v3))+2*(((~v2|~(v0^v1))&~v3)|(~(v0^(v1^v2))&v3))+3*~(v0|(v1|(v2|v3)))+12*~(v0|(~v1|(v2|v3)))-10*~(~v0|(v1|(v2|v3)))+3*~(~v0|(~v1|(v2|v3)))-8*~(v0|(v1|(~v2|v3)))-8*~(v0|(~v1|(~v2|v3)))+11*~(~v0|(v1|(~v2|v3)))-18*~(~v0|(~v1|(~v2|v3)))-3*(~v0&(~v1&(~v2&v3)))-4*(~v0&(v1&(~v2&v3)))+4*(v0&(~v1&(~v2&v3)))-13*(v0&(v1&(~v2&v3)))-13*(~v0&(~v1&(v2&v3)))-23*(~v0&(v1&(v2&v3)))-7*(v0&(~v1&(v2&v3)))-2*(v0&(v1&(v2&v3)))
-1*((v0&~v3)|((v1|~v2)&v3)),2*((v0&~v3)|((v1|~v2)&v3))*(v0&v1)-5*((v0&~v3)|((v1|~v2)&v3))*(v0&~v1)+7*((v0&~v3)|((v1|~v2)&v3))*(v0^v1)+3*((v0&~v3)|((v1|~v2)&v3))*~(v0|v1)-5*((v0&~v3)|((v1|~v2)&v3))*~(v0|~v1)-1*((v0&~v3)|((v1|~v2)&v3))*~v0-1*((v0&~v3)|((v1|~v2)&v3))*(v0|~v1)
5*~(~v0|(~v1|(~v2|v3))),-1*(((~(v0^v1)|~(v0^v2))&~v3)|((v1^v2)&v3))-2*(((v0&v2)&~v3)|((v1^~(~v0|(v1^v2)))&v3))-7*(((v2^(v0|(~v1|v2)))&~v3)|(((v1&~v2)|~(~v0|(~v1&v2)))&v3))-1*(((v1^~(~v0|(v1&v2)))&~v3)|(~(~v0|(v1|v2))&v3))+2*(((v2^(v0|(v1&v2)))&~v3)|(~(v0&(~v1|v2))&v3))-5*(((~v1|~(v0^v2))&~v3)|((~(v0|v1)|~(v0^(v1^v2)))&v3))-11*((~(v1&v2)&~v3)|(~(v0|(v1|v2))&v3))+5*(((v0|(~v1&v2))&~v3)|(~(~v0|(~v1|v2))&v3))+4*((~(v0&~v2)&~v3)|((v1^(v0&(v1^v2)))&v3))+4*((~(v0&v1)&~v3)|((v0|(v1&v2))&v3))+11*(((v2^~(v0|v1))&~v3)|((v2^(~v0|(v1&v2)))&v3))-2*((((v1&~v2)|~(~v0|(~v1&v2)))&~v3)|((~(v0&v1)&~(v0^(v1^v2)))&v3))-1*((~(v0&(~v1&v2))&~v3)|(v0&v3))+7*(((v0^v1)&~v3)|(~(v1|v2)&v3))-1*(((v2&(v0^v1))&~v3)|(((v0&v1)|(v1^v2))&v3))+3*((((v0^v1)&(v0^v2))&~v3)|((v0|(~v1&v2))&v3))+1*(((v2^~(~v0&(~v1&v2)))&~v3)|(((v0|v1)&(v1^v2))&v3))+2*((~(v0^v2)&~v3)|((v2^(v0|~v1))&v3))-1*((~(v0^(~v1&v2))&~v3)|((v0|~v1)&v3))+5*(((v2^~(v0|~v1))&~v3)|((v1&~(v0&~v2))&v3))-6*(((~(v0^v1)|~(v0^v2))&~v3)|((~v0&(v1|v2))&v3))-1*(((v1^~(v0|(v1^v2)))&~v3)|((v0&(v1^v2))&v3))+1*(((v1^(v0|(~v1|v2)))&~v3)|((v2^(v0&(~v1|v2)))&v3))-5*(((~v0|(~v1|v2))&~v3)|(((v0&v1)|(v1^v2))&v3))-1*(((v0|v1)&~v3)|((v1^~(v0&(v1&v2)))&v3))+5*(((v1^v2)&~v3)|((v2^(v0|v1))&v3))-7*((((v0&v2)^~(v0^(~v1&v2)))&~v3)|((v1^v2)&v3))-2*(((v1^(~v0|(~v1&v2)))&~v3)|((~(v0^v1)&(v0^v2))&v3))+1*((~(v0|v1)&~v3)|(~(v0^(v1|v2))&v3))+1*(((v1|~(v0|~v2))&~v3)|(~v0&v3))+5*((((v1&v2)^~(~v0&(v1^v2)))&~v3)|(((v0&v2)^~(v0^(v1&v2)))&v3))+11*(((~(v0|~v1)|(v0^(v1^v2)))&~v3)|((v2^~(~v0|(v1&v2)))&v3))+1*((~(~v0|(v1&v2))&~v3)|(~(v1&v2)&v3))+18*~(v0|(v1|(v2|v3)))+1*~(v0|(~v1|(v2|v3)))-7*~(~v0|(v1|(v2|v3)))+12*~(~v0|(~v1|(v2|v3)))-9*~(v0|(v1|(~v2|v3)))-24*~(v0|(~v1|(~v2|v3)))-14*~(~v0|(v1|(~v2|v3)))-10*(~v0&(~v1&(~v2&v3)))-6*(~v0&(v1&(~v2&v3)))-21*(v0&(~v1&(~v2&v3)))-2*(v0&(v1&(~v2&v3)))-15*(~v0&(v1&(v2&v3)))-5*(v0&(~v1&(v2&v3)))-12*(v0&(v1&(v2&v3)))
5*~(~v0|(~v1|(~v2|v3))),-10*~(~v0|(~v1|(~v2|v3)))*(v0&v1)+50*~(~v0|(~v1|(~v2|v3)))*(v0&~v1)-50*~(~v0|(~v1|(~v2|v3)))*v0+30*~(~v0|(~v1|(~v2|v3)))*~(v0|v1)-20*~(~v0|(~v1|(~v2|v3)))*~(v0|~v1)-35*~(~v0|(~v1|(~v2|v3)))*~v0-5*~(~v0|(~v1|(~v2|v3)))*(v0^v1)+55*~(~v0|(~v1|(~v2|v3)))*v1
-33*(~v0&(~v1&(~v2&v3)))-4*(v0&(~v1&(~v2&v3))),11*((~(v0&v1)&~v3)|(v0&v3))-11*(((v1^(v0|(v1|v2)))&~v3)|((v1&(v0|~v2))&v3))+2*(((v1^~(v0&(v1^v2)))&~v3)|(((v0|v1)&~(v0^(v1^v2)))&v3))-3*((~(v0&~v2)&~v3)|((v1^(v0|(v1|v2)))&v3))+1*(((~(v0^v1)|(v0^v2))&~v3)|((v1^(v0&(~v1|v2)))&v3))-1*((~(v0&(~v1&v2))&~v3)|((v0|~v2)&v3))-7*((v1&~v3)|((v2^~(v0&(~v1|v2)))&v3))+11*(((v1^(~v0&(~v1|v2)))&~v3)|(~(v0|~v2)&v3))-1*(((v1^~(~v0&(~v1&v2)))&~v3)|(((v0&v1)^(v1|v2))&v3))+2*((((v1&v2)^~(~v0&(v1^v2)))&~v3)|((v2^~(v0&(v1|v2)))&v3))+1*(((v2^~(v0&(v1|v2)))&~v3)|(~v2&v3))+4*(((v1^(v0&(~v1|v2)))&~v3)|(((v0|v1)&(v1^v2))&v3))-1*(((v2|(v0&~v1))&~v3)|(((v1&v2)^~(v0&(v1^v2)))&v3))-5*(((v2^~(v0|(~v1&v2)))&~v3)|((~(v0^v1)&(v0^v2))&v3))-7*(((~v0&(v1^v2))&~v3)|((v2^~(~v0&(v1|v2)))&v3))+4*(((v1|~(v0|~v2))&~v3)|((v1&(v0|~v2))&v3))+1*(((~(v0&~v1)&(v1^v2))&~v3)|((v2&(v0^v1))&v3))-1*((((v0|~v1)&(v1^v2))&~v3)|(~(~v0|(v1^v2))&v3))-2*((v0&~v3)|(~(v0|(~v1&v2))&v3))-1*(((v2|(v0&v1))&~v3)|((~v0|(v1^v2))&v3))+3*(((v2^~(v0&v1))&~v3)|((v1^(v0&(v1^v2)))&v3))-1*(((v1|~(v0|~v2))&~v3)|((v1^~(v0|(v1^v2)))&v3))-5*(((v2^(~v0|(v1|v2)))&~v3)|(~(v0&v2)&v3))-1*(((v2^~(v0&~v1))&~v3)|((~v0|(~v1&v2))&v3))+11*(((v2&(v0^v1))&~v3)|(~(~v0|(v1|v2))&v3))-7*((((v0|~v1)&~(v0^(v1^v2)))&~v3)|(((v0^v1)|~(v0^v2))&v3))+5*(((v2^~(~v0&(~v1&v2)))&~v3)|(~(v1|~v2)&v3))-2*(((v1^~(v0&(~v1&v2)))&~v3)|((v1^(~v0&(v1^v2)))&v3))+1*(((v0|~v2)&~v3)|((v1^(v0|(v1&v2)))&v3))-1*((((v0|v1)&~(v0^(v1^v2)))&~v3)|((v2^~(~v0&(v1|v2)))&v3))+3*((~(v1&~v2)&~v3)|((~v2&~(v0^v1))&v3))-5*((((v1&~v2)^(~v0|(v1^v2)))&~v3)|((v1|~v2)&v3))-7*((((v0|~v1)&(v1^v2))&~v3)|((v0&v1)&v3))-10*~(v0|(v1|(v2|v3)))-11*~(v0|(~v1|(v2|v3)))-15*~(~v0|(v1|(v2|v3)))+3*~(~v0|(~v1|(v2|v3)))+7*~(v0|(v1|(~v2|v3)))-14*~(v0|(~v1|(~v2|v3)))+13*~(~v0|(v1|(~v2|v3)))-3*~(~v0|(~v1|(~v2|v3)))+27*(~v0&(v1&(~v2&v3)))+27*(v0&(v1&(~v2&v3)))+11*(~v0&(~v1&(v2&v3)))+14*(~v0&(v1&(v2&v3)))-9*(v0&(~v1&(v2&v3)))+22*(v0&(v1&(v2&v3)))
-33*(~v0&(~v1&(~v2&v3)))-4*(v0&(~v1&(~v2&v3))),-66*(~v0&(~v1&(~v2&v3)))*(v0&v1)+66*(~v0&(~v1&(~v2&v3)))*v0+132*(~v0&(~v1&(~v2&v3)))*~(v0^v1)+198*(~v0&(~v1&(~v2&v3)))*~(v0|~v1)-8*(v0&(~v1&(~v2&v3)))*(v0&v1)+8*(v0&(~v1&(~v2&v3)))*v0+16*(v0&(~v1&(~v2&v3)))*~(v0^v1)+24*(v0&(~v1&(~v2&v3)))*~(v0|~v1)-99*(~v0&(~v1&(~v2&v3)))*(v0&~v1)+66*(~v0&(~v1&(~v2&v3)))*(v0|~v1)-165*(~v0&(~v1&(~v2&v3)))*~(v0&~v1)-12*(v0&(~v1&(~v2&v3)))*(v0&~v1)+8*(v0&(~v1&(~v2&v3)))*(v0|~v1)-20*(v0&(~v1&(~v2&v3)))*~(v0&~v1)
-9*~(v0|(v1|(v2|v3))),1*(((v2^(v0|v1))&~v3)|((v2|~(v0^v1))&v3))-2*((~(v0|(v1^v2))&~v3)|(((v0|v1)&~(v0^(v1^v2)))&v3))+4*(((v2^(~v0&(v1|v2)))&~v3)|((v1^(v0&(~v1|v2)))&v3))+1*(((v0|(v1&v2))&~v3)|((v2^~(v0|(~v1&v2)))&v3))-11*((~(v0^(v1&v2))&~v3)|((v2^~(v0&(v1|v2)))&v3))-6*(((~v0|(v1^v2))&~v3)|((~v0&(v1^v2))&v3))-1*(((v0^v2)&~v3)|((v1^v2)&v3))+1*((((v0&v2)^(v0^(~v1&v2)))&~v3)|(((v0&v1)^(v1|~v2))&v3))+1*(((v2^~(~v0&(~v1|v2)))&~v3)|((v0|v2)&v3))+11*((((v0&v1)|~(v1|~v2))&~v3)|(v0&v3))-2*((~(v1^v2)&~v3)|((~v0&(v1&v2))&v3))-6*(((v1^(~v0|(v1^v2)))&~v3)|(~v1&v3))+3*((~v2&~v3)|(((v0&v2)^~(v1&~v2))&v3))+2*((~(~v0|(v1|v2))&~v3)|((v2^(v0|(~v1&v2)))&v3))-6*(((v1|v2)&~v3)|((v1^~(~v0&(~v1&v2)))&v3))+4*((((v0|~v1)&~(v1^v2))&~v3)|((v1^(~v0|(v1^v2)))&v3))+3*(((~(v0&v1)&~(v0^(v1^v2)))&~v3)|(~(v0|(~v1|v2))&v3))-1*((~(v0|~v2)&~v3)|((v2^~(v0&(v1|v2)))&v3))+11*((~(v0|~v1)&~v3)|(((v0|v1)&~(v0^(v1^v2)))&v3))+11*((~(v1|~v2)&~v3)|((v1^~(v0&(v1|v2)))&v3))+5*(((v1^(~v0|(v1&v2)))&~v3)|(v2&v3))-5*(((~(v0&~v1)&~(v1^v2))&~v3)|((v2&(v0^v1))&v3))+2*(((~(v0&v1)&(v0^(v1^v2)))&~v3)|(((v0&v2)|(v1&~v2))&v3))-5*((((v0&~v1)|(v1^v2))&~v3)|(~(v0&~v2)&v3))+5*(((~v0|(v1^v2))&~v3)|(((v0|~v1)&~(v0^(v1^v2)))&v3))-3*(((v1^(~v0|(~v1|v2)))&~v3)|((v1^~(v0|~v2))&v3))-3*((~(v0|(v1&v2))&~v3)|((v1&(v0|v2))&v3))-1*(((v2^~(~v0&(v1&v2)))&~v3)|((~(v0&~v1)&~(v0^(v1^v2)))&v3))+1*(((v1^(v0|v2))&~v3)|((v1|(v0&v2))&v3))+5*(((~(v0|v1)|~(v0^(v1^v2)))&~v3)|((v1^~(~v0&(~v1&v2)))&v3))-1*(((~(v0|v1)|~(v0^(v1^v2)))&~v3)|((~v0&(~v1&v2))&v3))+4*((~(v0|(v1|v2))&~v3)|((v1^(v0&(v1|v2)))&v3))-7*((((v0&v2)|(v1&~v2))&~v3)|((v0|v1)&v3))+2*((~(v0^(v1^v2))&~v3)|(~(~v0&(v1^v2))&v3))+11*~(v0|(~v1|(v2|v3)))-4*~(~v0|(v1|(v2|v3)))-5*~(~v0|(~v1|(v2|v3)))-3*~(v0|(~v1|(~v2|v3)))-10*~(~v0|(v1|(~v2|v3)))+17*~(~v0|(~v1|(~v2|v3)))-3*(~v0&(~v1&(~v2&v3)))+18*(~v0&(v1&(~v2&v3)))-9*(v0&(~v1&(~v2&v3)))-34*(v0&(v1&(~v2&v3)))-4*(~v0&(~v1&(v2&v3)))-10*(~v0&(v1&(v2&v3)))-13*(v0&(~v1&(v2&v3)))-9*(v0&(v1&(v2&v3)))
-9*~(v0|(v1|(v2|v3))),18*~(v0|(v1|(v2|v3)))*(v0&v1)+45*~(v0|(v1|(v2|v3)))*(v0&~v1)-72*~(v0|(v1|(v2|v3)))*(v0^v1)-9*~(v0|(v1|(v2|v3)))*~(v0&~v0)-27*~(v0|(v1|(v2|v3)))*~(v0|v1)+90*~(v0|(v1|(v2|v3)))*~(v0|~v1)+45*~(v0|(v1|(v2|v3)))*~v1
20*(v0&(~v1&(v2&v3))),-7*(((v1|~(v0|~v2))&~v3)|((~(v0&~v1)&(v1^v2))&v3))-3*(((v1^(~v0|(~v1&v2)))&~v3)|(((v1&v2)|(~v0&(v1|v2)))&v3))+4*(((v2^~(v0&~v1))&~v3)|((~v2|(v0^v1))&v3))+4*(((v2^~(v0&(v1|v2)))&~v3)|(~(v0^(~v1|v2))&v3))-6*((~(v0|v1)&~v3)|((v2^(v0&(~v1|v2)))&v3))-7*(((v0|~v1)&~v3)|(((v0^v1)|(v0^v2))&v3))+5*(((v0^(~v1&v2))&~v3)|((v2^(v0|(v1|v2)))&v3))-1*((((v0&v1)^~(v0^(v1&v2)))&~v3)|(~(v0&(v1^v2))&v3))-2*(((v1^~(~v0|(~v1&v2)))&~v3)|((~v0|(~v1&v2))&v3))-1*(((v0|~v1)&~v3)|((~v1&(v0^v2))&v3))-1*((((v0|v1)&(v1^v2))&~v3)|(~(v0&(v1^v2))&v3))-3*(((~(v0&~v1)&(v1^v2))&~v3)|((v1^(~v0|(~v1&v2)))&v3))+1*((((v0&v1)|(v0^(v1^v2)))&~v3)|((~(v0^v1)&(v0^v2))&v3))+1*(((v1^~(v0&~v2))&~v3)|((v0|(v1^v2))&v3))+3*(((v1^(v0|(~v1&v2)))&~v3)|(((v0&v1)|~(v1|~v2))&v3))+7*(((~(v0|v1)|(v1^v2))&~v3)|(((v0&v2)|~(v1|v2))&v3))+11*(((v1^(~v0|(v1^v2)))&~v3)|((v2&(v0|~v1))&v3))-2*((~(~v0&(~v1&v2))&~v3)|((~v2|(v0^v1))&v3))+2*(((~v0|(~v1|v2))&~v3)|((v1^(~v0&(v1|v2)))&v3))-5*(((~(v0|v1)|~(v1^v2))&~v3)|((v1&~v2)&v3))-2*((~(v0|(v1|v2))&~v3)|((v1^(~v0|(v1|v2)))&v3))-2*((((v0&v2)|~(v1|v2))&~v3)|((v1^~(v0|(v1&v2)))&v3))-1*((~(~v0&(~v1&v2))&~v3)|((~v0|(~v1|v2))&v3))-6*((((v0&v1)^~(v0^(~v1|v2)))&~v3)|((v2^(v0&(~v1|v2)))&v3))+4*(((v1|~(v0|~v2))&~v3)|((v1^(~v0&(v1^v2)))&v3))-1*((((v1&v2)^~(v0&(v1^v2)))&~v3)|((v2^(v0|v1))&v3))-6*(((~(v0^v1)&(v0^v2))&~v3)|((v0&~v1)&v3))+4*((v0&~v1)&v3)+7*(((v2^~(v0&(v1|v2)))&~v3)|((v1^(~v0|(~v1|v2)))&v3))-2*(((~v2|~(v0^v1))&~v3)|((v1^~(v0|(v1^v2)))&v3))+2*(((v1^(v0|(v1&v2)))&~v3)|(~v2&v3))-1*((~(v0|(v1|v2))&~v3)|(((v0&~v1)|(v0^(v1^v2)))&v3))-1*(((v2^~(v0|(~v1&v2)))&~v3)|(~(v0&~v2)&v3))+4*((((v0&v2)^(v0^(~v1&v2)))&~v3)|(((v0&v2)^~(v0^(v1&v2)))&v3))-1*~(v0|(v1|(v2|v3)))-7*~(v0|(~v1|(v2|v3)))+1*~(~v0|(v1|(v2|v3)))+14*~(~v0|(~v1|(v2|v3)))+5*~(v0|(v1|(~v2|v3)))+8*~(v0|(~v1|(~v2|v3)))-21*~(~v0|(v1|(~v2|v3)))-3*~(~v0|(~v1|(~v2|v3)))-7*(~v0&(~v1&(~v2&v3)))+14*(~v0&(v1&(~v2&v3)))-1*(v0&(~v1&(~v2&v3)))+12*(~v0&(~v1&(v2&v3)))+24*(~v0&(v1&(v2&v3)))-17*(v0&(v1&(v2&v3)))
20*(v0&(~v1&(v2&v3))),180*(v0&(~v1&(v2&v3)))*(v0&v1)-20*(v0&(~v1&(v2&v3)))*(v0&~v1)-200*(v0&(~v1&(v2&v3)))*~(v0^v1)+140*(v0&(~v1&(v2&v3)))*~(v0|v1)-60*(v0&(~v1&(v2&v3)))*~(v0|~v1)+40*(v0&(~v1&(v2&v3)))*~v0
